あああ,3,3,5855,感動詞,*,*,*,*,*,ああ,アアア,アー
ああああ,3,3,5374,感動詞,*,*,*,*,*,ああ,アアアア,アー
あああああ,3,3,5151,感動詞,*,*,*,*,*,ああ,アアアアア,アー
ああああああ,3,3,4928,感動詞,*,*,*,*,*,ああ,アアアアアア,アー
あああああああ,3,3,4705,感動詞,*,*,*,*,*,ああ,アアアアアアア,アー
ああああああああ,3,3,4482,感動詞,*,*,*,*,*,ああ,アアアアアアアア,アー
あああああああああ,3,3,4415,感動詞,*,*,*,*,*,ああ,アアアアアアアアア,アー
ああああああああああ,3,3,4348,感動詞,*,*,*,*,*,ああ,アアアアアアアアアア,アー
あああああああああああ,3,3,4281,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアア,アー
ああああああああああああ,3,3,4214,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアア,アー
あああああああああああああ,3,3,4147,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアア,アー
ああああああああああああああ,3,3,4080,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアア,アー
あああああああああああああああ,3,3,4013,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアア,アー
ああああああああああああああああ,3,3,3946,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアア,アー
あああああああああああああああああ,3,3,3879,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああ,3,3,3812,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああ,3,3,3745,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああ,3,3,3678,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああ,3,3,3611,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああ,3,3,3544,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああ,3,3,3477,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああ,3,3,3410,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああ,3,3,3343,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああ,3,3,3276,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああ,3,3,3209,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああ,3,3,3142,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああああ,3,3,3075,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああ,3,3,3008,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああああああ,3,3,2941,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああああ,3,3,2874,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああああああああ,3,3,2807,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああああああ,3,3,2740,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああああああああああ,3,3,2673,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああああああああ,3,3,2606,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああああああああああああ,3,3,2539,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああああああああああ,3,3,2472,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
あああああああああああああああああああああああああああああああああああああああ,3,3,2405,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああああああああああああ,3,3,2338,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアア,アー
ああああああああああああああああああああああああああああああああああああああああっ,3,3,2271,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああああああああッ,3,3,2271,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああああああああっ,3,3,2338,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああああああああッ,3,3,2338,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああああああっ,3,3,2405,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああああああッ,3,3,2405,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああああああっ,3,3,2472,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああああああッ,3,3,2472,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああああっ,3,3,2539,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああああッ,3,3,2539,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああああっ,3,3,2606,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああああッ,3,3,2606,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああっ,3,3,2673,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああああッ,3,3,2673,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああっ,3,3,2740,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああああッ,3,3,2740,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああっ,3,3,2807,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああああッ,3,3,2807,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああっ,3,3,2874,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああああッ,3,3,2874,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああっ,3,3,2941,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああああッ,3,3,2941,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああっ,3,3,3008,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああああッ,3,3,3008,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああっ,3,3,3075,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああああッ,3,3,3075,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああっ,3,3,3142,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああああッ,3,3,3142,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああっ,3,3,3209,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああああッ,3,3,3209,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああっ,3,3,3276,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああああッ,3,3,3276,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああっ,3,3,3343,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああああッ,3,3,3343,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああっ,3,3,3410,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああああッ,3,3,3410,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああっ,3,3,3477,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああああッ,3,3,3477,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああっ,3,3,3544,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああああッ,3,3,3544,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああっ,3,3,3611,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああああッ,3,3,3611,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああっ,3,3,3678,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああああッ,3,3,3678,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああっ,3,3,3745,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああああッ,3,3,3745,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああっ,3,3,3812,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああああッ,3,3,3812,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああっ,3,3,3879,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああああッ,3,3,3879,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああっ,3,3,3946,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアッ,アーッ
あああああああああああああああッ,3,3,3946,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアアッ,アーッ
ああああああああああああああっ,3,3,4013,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアッ,アーッ
ああああああああああああああッ,3,3,4013,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアアッ,アーッ
あああああああああああああっ,3,3,4080,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアッ,アーッ
あああああああああああああッ,3,3,4080,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアアッ,アーッ
ああああああああああああっ,3,3,4147,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアッ,アーッ
ああああああああああああッ,3,3,4147,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアアッ,アーッ
あああああああああああっ,3,3,4214,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアッ,アーッ
あああああああああああッ,3,3,4214,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアアッ,アーッ
ああああああああああっ,3,3,4281,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアッ,アーッ
ああああああああああッ,3,3,4281,感動詞,*,*,*,*,*,ああ,アアアアアアアアアアッ,アーッ
あああああああああっ,3,3,4348,感動詞,*,*,*,*,*,ああ,アアアアアアアアアッ,アーッ
あああああああああッ,3,3,4348,感動詞,*,*,*,*,*,ああ,アアアアアアアアアッ,アーッ
ああああああああっ,3,3,4415,感動詞,*,*,*,*,*,ああ,アアアアアアアアッ,アーッ
ああああああああッ,3,3,4415,感動詞,*,*,*,*,*,ああ,アアアアアアアアッ,アーッ
あああああああっ,3,3,4482,感動詞,*,*,*,*,*,ああ,アアアアアアアッ,アーッ
あああああああッ,3,3,4482,感動詞,*,*,*,*,*,ああ,アアアアアアアッ,アーッ
ああああああっ,3,3,4705,感動詞,*,*,*,*,*,ああ,アアアアアアッ,アーッ
ああああああッ,3,3,4705,感動詞,*,*,*,*,*,ああ,アアアアアアッ,アーッ
あああああっ,3,3,4928,感動詞,*,*,*,*,*,ああ,アアアアアッ,アーッ
あああああッ,3,3,4928,感動詞,*,*,*,*,*,ああ,アアアアアッ,アーッ
ああああっ,3,3,5151,感動詞,*,*,*,*,*,ああ,アアアアッ,アーッ
ああああッ,3,3,5151,感動詞,*,*,*,*,*,ああ,アアアアッ,アーッ
あああっ,3,3,5374,感動詞,*,*,*,*,*,ああ,アアアッ,アーッ
あああッ,3,3,5374,感動詞,*,*,*,*,*,ああ,アアアッ,アーッ
あざす,3,3,5855,感動詞,*,*,*,*,*,ありがとうございます,アザス,アザス
あざすっ,3,3,5374,感動詞,*,*,*,*,*,ありがとうございます,アザスッ,アザスッ
あざすッ,3,3,5374,感動詞,*,*,*,*,*,ありがとうございます,アザスッ,アザスッ
あざっす,3,3,5374,感動詞,*,*,*,*,*,ありがとうございます,アザッス,アザッス
あざっすっ,3,3,5151,感動詞,*,*,*,*,*,ありがとうございます,アザッスッ,アザッスッ
あざっすッ,3,3,5151,感動詞,*,*,*,*,*,ありがとうございます,アザッスッ,アザッスッ
あざーす,3,3,5374,感動詞,*,*,*,*,*,ありがとうございます,アザース,アザース
あざーすっ,3,3,5151,感動詞,*,*,*,*,*,ありがとうございます,アザースッ,アザースッ
あざーすッ,3,3,5151,感動詞,*,*,*,*,*,ありがとうございます,アザースッ,アザースッ
あざーっす,3,3,5151,感動詞,*,*,*,*,*,ありがとうございます,アザーッス,アザーッス
あざーっすっ,3,3,4928,感動詞,*,*,*,*,*,ありがとうございます,アザーッスッ,アザーッスッ
あざーっすッ,3,3,4928,感動詞,*,*,*,*,*,ありがとうございます,アザーッスッ,アザーッスッ
あらあらあら,3,3,4928,感動詞,*,*,*,*,*,あらあら,アラアラアラ,アラーラアラ
あらあらあらあら,3,3,4482,感動詞,*,*,*,*,*,あらあら,アラアラアラアラ,アラーラアラーラ
あらあらあらあらあら,3,3,4348,感動詞,*,*,*,*,*,あらあら,アラアラアラアラアラ,アラーラアラーラアラ
あらあらあらあらあらあら,3,3,4214,感動詞,*,*,*,*,*,あらあら,アラアラアラアラアラアラ,アラーラアラーラアラーラ
あらあらあらあらあらあらあら,3,3,4080,感動詞,*,*,*,*,*,あらあら,アラアラアラアラアラアラアラ,アラーラアラーラアラーラアラ
あらあらあらあらあらあらあらあら,3,3,3946,感動詞,*,*,*,*,*,あらあら,アラアラアラアラアラアラアラアラ,アラーラアラーラアラーラアラーラ
あらあらあらあらあらあらあらあらあら,3,3,3812,感動詞,*,*,*,*,*,あらあら,アラアラアラアラアラアラアラアラアラ,アラーラアラーラアラーラアラーラアラ
あらあらあらあらあらあらあらあらあらあら,3,3,3678,感動詞,*,*,*,*,*,あらあら,アラアラアラアラアラアラアラアラアラアラ,アラーラアラーラアラーラアラーラアラーラ
